        CG/HBCS        CG/ScaleStar
1        52.47        17.84
2        53.15        1.54
3        45.70        15.36
4        22.21        21.55
5        -0.85        26.94
6        0.76        30.53
7        1.57        33.28
8        2.84        35.43
9        3.35        36.78
10        3.86        38.06
11        4.75        39.29
12        5.31        40.07
13        5.99        41.03
14        6.51        41.64
15        6.92        42.37
16        6.63        42.80
17        6.13        43.16
18        6.25        43.50
19        6.53        43.83
20        0.00        43.99
