        CG/HBCS        CG/ScaleStar
1        48.78        10.67
2        47.36        0.19
3        35.73        14.60
4        18.28        22.40
5        -0.45        27.75
6        0.72        30.84
7        1.64        33.66
8        2.95        35.98
9        3.65        37.45
10        4.88        38.67
11        5.80        39.75
12        6.79        40.61
13        7.47        41.50
14        7.27        42.18
15        7.17        42.62
16        7.33        43.12
17        7.25        43.51
18        7.72        43.85
19        7.70        44.15
20        0.00        44.28
