        CG/HBCS        CG/ScaleStar
1        42.27        6.08
2        41.96        0.19
3        36.92        15.27
4        21.49        21.73
5        -1.35        27.71
6        1.32        31.32
7        3.16        33.92
8        4.05        35.86
9        5.25        37.45
10        5.39        38.80
11        5.83        39.71
12        6.20        40.66
13        7.07        41.52
14        7.41        42.10
15        7.22        42.58
16        7.77        43.00
17        7.48        43.39
18        7.77        43.73
19        8.09        44.03
20        0.00        44.15
