        CG/HBCS        CG/ScaleStar
1        31.96        5.97
2        31.39        6.67
3        29.19        5.95
4        11.55        -0.33
5        22.40        2.61
6        8.23        6.74
7        -0.86        12.40
8        1.45        17.92
9        1.43        21.38
10        3.24        23.62
11        5.96        25.92
12        7.86        27.47
13        10.14        30.03
14        10.85        31.18
15        10.71        31.82
16        11.58        33.19
17        12.66        34.44
18        13.48        35.83
19        13.02        36.52
20        12.41        36.69
