        CG/HBCS        CG/ScaleStar
1        31.37        11.35
2        31.14        4.25
3        34.19        9.55
4        29.19        1.45
5        26.15        5.01
6        12.39        10.18
7        -1.25        13.84
8        4.02        20.65
9        3.43        22.58
10        4.68        25.29
11        5.90        27.68
12        6.69        29.36
13        8.38        31.66
14        9.23        33.01
15        11.09        34.43
16        10.79        35.43
17        11.10        35.76
18        12.75        36.96
19        13.93        37.95
20        0.00        37.94
