        CG/HBCS        CG/ScaleStar
1        29.14        12.05
2        29.60        0.18
3        32.08        8.49
4        24.15        -1.33
5        18.84        3.46
6        -0.70        8.35
7        -1.32        13.20
8        2.57        19.40
9        5.04        21.77
10        6.45        25.53
11        7.99        26.76
12        7.97        28.92
13        9.08        31.05
14        9.39        31.75
15        9.52        32.97
16        11.39        34.63
17        12.18        34.94
18        11.83        36.17
19        13.38        37.29
20        0.00        37.27
