        CG/HBCS        CG/ScaleStar
1        37.64        3.05
2        46.19        14.86
3        41.33        3.96
4        33.26        10.80
5        13.33        19.30
6        7.73        23.43
7        1.64        27.80
8        1.87        30.21
9        2.57        32.31
10        4.63        34.14
11        6.08        36.30
12        5.49        37.21
13        7.89        38.89
14        8.52        39.92
15        10.00        40.95
16        8.39        40.95
17        9.09        42.12
18        9.35        42.28
19        10.31        43.00
20        0.00        42.98
