        CG/HBCS        CG/ScaleStar
1        36.64        4.05
2        44.95        11.13
3        36.55        0.93
4        24.81        6.13
5        10.12        15.02
6        5.07        19.95
7        0.42        23.16
8        3.80        27.18
9        4.99        29.47
10        5.59        31.60
11        5.07        32.82
12        7.03        34.47
13        9.09        36.24
14        10.15        37.05
15        11.24        37.87
16        10.75        38.65
17        10.59        39.12
18        10.54        39.77
19        11.05        40.16
20        0.00        40.40
