        CG/HBCS        CG/ScaleStar
1        37.45        4.18
2        47.45        17.10
3        42.99        -0.95
4        22.61        11.62
5        0.27        17.10
6        5.52        23.07
7        -2.23        27.36
8        -0.18        30.74
9        0.56        32.43
10        4.33        35.60
11        4.51        36.84
12        6.45        38.71
13        7.70        39.55
14        8.68        40.56
15        8.92        41.64
16        7.51        42.43
17        7.84        43.02
18        7.87        43.11
19        8.36        43.95
20        0.00        44.00
