        CG/HBCS        CG/ScaleStar
1        30.76        2.13
2        38.73        13.43
3        36.23        1.59
4        23.28        8.75
5        6.74        15.52
6        0.43        21.49
7        1.06        25.53
8        2.95        29.24
9        4.12        30.94
10        6.65        33.26
11        7.60        35.07
12        7.88        36.09
13        9.02        37.84
14        9.96        38.80
15        10.85        39.80
16        10.96        40.48
17        10.75        41.03
18        10.83        41.17
19        11.98        42.03
20        11.35        42.03
