        CG/HBCS        CG/ScaleStar
1        39.63        3.81
2        52.45        17.16
3        46.97        4.74
4        33.19        6.47
5        5.23        14.75
6        -2.59        19.56
7        0.06        25.27
8        0.11        27.63
9        1.83        30.07
10        2.81        31.53
11        2.98        33.77
12        3.43        35.09
13        6.02        36.89
14        6.22        37.54
15        7.70        39.04
16        7.86        39.31
17        8.98        40.37
18        7.79        40.65
19        8.89        41.35
20        8.73        41.39
