        CG/HBCS        CG/ScaleStar
1        33.04        1.91
2        43.98        15.25
3        34.05        0.52
4        21.83        6.64
5        0.81        14.29
6        0.07        19.30
7        1.45        24.94
8        1.90        26.79
9        3.80        29.56
10        4.93        31.81
11        4.19        32.82
12        6.25        35.05
13        7.01        35.83
14        7.97        37.17
15        8.35        37.73
16        10.04        38.91
17        10.47        39.78
18        9.97        40.04
19        10.14        40.80
20        0.00        40.92
