        CG/HBCS        CG/ScaleStar
1        31.21        0.23
2        43.33        9.41
3        41.56        -1.34
4        39.33        1.63
5        20.33        3.73
6        2.89        11.90
7        1.49        13.77
8        4.38        19.75
9        3.39        21.31
10        5.80        25.14
11        4.14        26.08
12        6.49        28.77
13        6.11        29.33
14        8.96        31.51
15        10.30        32.73
16        10.61        33.20
17        11.36        34.04
18        11.65        34.41
19        11.11        35.18
20        0.00        35.16
