        CG/HBCS        CG/ScaleStar
1        33.54        2.32
2        38.39        10.60
3        34.14        -0.52
4        24.15        1.73
5        11.55        10.16
6        1.34        17.26
7        2.02        20.80
8        5.30        25.67
9        4.19        26.96
10        5.69        30.20
11        6.96        32.04
12        7.36        33.43
13        6.96        35.14
14        8.61        36.62
15        8.98        37.66
16        9.95        38.33
17        10.80        38.97
18        11.59        39.50
19        11.73        40.51
20        11.67        40.51
