        CG/HBCS        CG/ScaleStar
1        29.36        0.45
2        34.28        2.34
3        34.10        -0.95
4        31.82        -0.17
5        25.03        5.53
6        0.57        12.25
7        -0.36        16.80
8        4.05        21.62
9        5.48        23.55
10        7.38        26.36
11        6.31        28.15
12        7.39        30.46
13        8.10        31.83
14        8.80        32.79
15        9.63        34.60
16        9.95        35.58
17        9.21        36.05
18        9.75        36.85
19        10.11        37.58
20        0.00        37.71
