        CG/HBCS        CG/ScaleStar
1        34.40        0.05
2        38.65        8.06
3        37.43        0.38
4        30.73        0.69
5        9.16        6.48
6        1.85        13.74
7        1.40        17.56
8        4.30        21.56
9        2.93        23.91
10        7.33        27.70
11        6.46        28.65
12        8.20        31.30
13        7.98        32.33
14        8.16        33.27
15        10.83        35.52
16        8.99        35.39
17        11.07        37.43
18        9.80        37.61
19        10.00        38.30
20        0.00        38.38
