        CG/HBCS        CG/ScaleStar
1        40.06        6.44
2        42.41        3.49
3        34.09        5.88
4        22.00        15.57
5        13.88        21.75
6        1.00        26.62
7        2.30        29.66
8        4.02        32.39
9        5.08        34.25
10        4.80        35.54
11        6.98        37.24
12        6.82        38.29
13        6.41        38.96
14        7.20        39.60
15        7.87        40.51
16        8.92        41.39
17        8.28        41.61
18        8.93        42.18
19        8.87        42.47
20        0.00        42.71
