        CG/HBCS        CG/ScaleStar
1        48.17        14.53
2        47.69        4.32
3        41.89        8.16
4        19.02        17.85
5        4.49        23.71
6        -0.23        27.94
7        0.77        31.01
8        2.57        33.63
9        4.02        35.62
10        4.28        36.90
11        4.91        37.90
12        5.99        39.12
13        5.29        39.98
14        6.38        41.08
15        7.05        41.67
16        7.29        41.97
17        7.50        42.70
18        8.07        43.12
19        7.80        43.38
20        0.00        43.43
