        CG/HBCS        CG/ScaleStar
1        33.82        3.00
2        38.07        -1.72
3        35.73        9.81
4        18.18        19.34
5        7.06        25.22
6        -0.34        29.62
7        2.04        32.78
8        3.11        35.19
9        4.78        36.77
10        4.88        38.02
11        6.10        39.67
12        6.82        40.76
13        7.61        41.58
14        7.74        42.00
15        8.87        43.07
16        8.51        43.39
17        9.48        44.10
18        9.54        44.50
19        9.47        44.82
20        0.00        45.03
