        CG/HBCS        CG/ScaleStar
1        47.63        13.83
2        46.32        5.92
3        34.54        10.03
4        22.02        19.12
5        6.97        24.60
6        -0.09        29.14
7        2.76        32.91
8        3.04        34.55
9        3.54        36.31
10        4.25        37.79
11        6.00        39.43
12        7.11        40.40
13        6.62        40.98
14        8.07        42.22
15        7.94        42.68
16        8.53        43.31
17        8.31        43.52
18        9.14        44.13
19        8.59        44.38
20        0.00        44.55
