        CG/HBCS        CG/ScaleStar
1        42.54        8.55
2        44.30        3.22
3        35.82        7.49
4        14.31        17.72
5        -0.68        23.62
6        -0.46        27.61
7        2.27        30.85
8        4.25        33.45
9        3.64        35.10
10        4.53        36.57
11        6.18        38.24
12        7.22        39.16
13        8.25        39.91
14        8.57        40.47
15        9.57        41.37
16        8.98        42.15
17        8.11        42.42
18        8.08        42.92
19        8.20        43.25
20        0.00        43.46
