        CG/HBCS        CG/ScaleStar
1        43.98        8.83
2        43.36        2.43
3        39.80        8.60
4        22.63        17.77
5        10.98        24.16
6        -0.22        28.24
7        -0.06        31.13
8        2.51        33.67
9        2.95        35.43
10        4.12        37.04
11        5.78        38.51
12        5.79        39.65
13        7.25        40.78
14        7.08        41.55
15        7.40        42.12
16        6.83        42.39
17        7.85        43.15
18        7.92        43.54
19        8.38        43.86
20        7.89        44.02
