        CG/HBCS        CG/ScaleStar
1        44.35        10.16
2        44.29        1.83
3        30.82        4.50
4        22.52        14.09
5        0.78        19.73
6        -1.03        24.26
7        0.79        27.89
8        3.20        29.77
9        5.43        32.00
10        5.81        33.84
11        6.87        34.96
12        6.98        36.00
13        7.60        36.61
14        8.26        38.02
15        8.36        38.73
16        8.48        39.11
17        7.67        39.31
18        8.05        40.23
19        8.10        40.54
20        0.00        40.58
