        CG/HBCS        CG/ScaleStar
1        46.30        10.91
2        46.15        3.25
3        40.51        7.04
4        22.45        16.24
5        6.92        22.23
6        0.96        26.74
7        1.00        30.06
8        2.55        32.64
9        2.81        34.15
10        3.98        35.94
11        5.16        37.09
12        5.81        38.27
13        6.13        39.23
14        7.38        40.12
15        7.68        40.60
16        7.50        41.23
17        7.89        41.83
18        8.09        42.13
19        8.25        42.44
20        0.00        42.64
