        CG/HBCS        CG/ScaleStar
1        38.78        2.21
2        40.71        -1.51
3        31.64        8.31
4        13.33        17.72
5        1.55        23.56
6        -0.04        27.36
7        1.40        30.77
8        3.79        33.26
9        5.26        35.19
10        6.37        36.91
11        5.68        37.82
12        6.49        38.74
13        7.12        39.76
14        7.02        40.46
15        7.41        41.06
16        7.92        41.75
17        8.26        42.24
18        8.44        42.67
19        8.02        42.98
20        0.00        43.21
