        CG/HBCS        CG/ScaleStar
1        36.75        4.59
2        44.87        0.27
3        34.22        6.85
4        28.40        15.26
5        9.58        22.47
6        -0.85        26.65
7        1.62        29.89
8        2.74        32.64
9        4.60        34.53
10        4.89        36.21
11        6.21        37.86
12        6.49        38.85
13        7.12        39.81
14        7.73        40.53
15        8.86        41.59
16        9.19        42.27
17        9.17        42.67
18        8.32        42.85
19        9.34        43.60
20        0.00        43.82
