        CG/HBCS        CG/ScaleStar
1        39.35        8.72
2        33.74        1.29
3        30.08        6.92
4        17.03        13.95
5        9.57        21.35
6        0.94        26.34
7        1.45        29.81
8        3.49        31.74
9        6.16        34.29
10        7.18        35.70
11        8.17        37.55
12        8.26        38.59
13        8.50        39.10
14        9.95        40.44
15        9.78        40.91
16        10.18        41.77
17        9.90        41.96
18        10.67        42.81
19        10.03        43.13
20        0.00        43.28
