        CG/HBCS        CG/ScaleStar
1        38.47        6.24
2        34.14        -0.53
3        32.99        6.10
4        25.52        16.02
5        3.50        21.51
6        -0.22        26.39
7        0.59        29.48
8        2.86        32.15
9        3.98        34.05
10        5.41        35.70
11        5.48        37.26
12        6.76        38.88
13        6.03        39.31
14        7.30        40.20
15        9.32        41.58
16        9.58        41.80
17        10.09        42.20
18        10.34        43.02
19        10.12        43.15
20        0.00        43.35
