        CG/HBCS        CG/ScaleStar
1        37.29        4.35
2        41.22        -0.54
3        39.27        3.15
4        23.25        11.78
5        4.39        17.13
6        -1.46        22.93
7        0.09        26.51
8        2.22        29.27
9        3.47        31.71
10        4.44        33.33
11        4.34        34.69
12        5.68        36.02
13        6.33        36.69
14        7.66        37.97
15        8.65        38.98
16        8.37        39.55
17        8.78        39.87
18        9.00        40.65
19        8.97        40.92
20        0.00        41.17
