        CG/HBCS        CG/ScaleStar
1        35.62        4.20
2        39.47        0.72
3        26.39        4.19
4        20.73        13.17
5        5.85        19.91
6        -0.04        25.45
7        1.44        28.60
8        3.14        31.30
9        3.06        33.18
10        5.59        35.28
11        6.78        36.44
12        7.53        37.39
13        7.50        38.45
14        8.72        39.68
15        7.67        39.95
16        9.20        41.46
17        9.63        41.88
18        8.97        42.10
19        9.73        42.83
20        0.00        42.90
