        CG/HBCS        CG/ScaleStar
1        40.33        7.19
2        45.55        0.31
3        38.60        7.68
4        30.05        15.32
5        -0.40        22.05
6        0.49        27.10
7        0.05        30.73
8        2.16        33.25
9        2.76        34.73
10        4.35        36.80
11        5.43        38.16
12        6.28        39.58
13        6.88        40.29
14        7.49        40.78
15        9.18        42.29
16        9.22        42.68
17        9.14        43.07
18        9.34        43.83
19        9.34        44.01
20        0.00        44.11
