        CG/HBCS        CG/ScaleStar
1        38.18        6.32
2        44.32        0.18
3        35.68        8.56
4        17.73        15.17
5        1.12        23.10
6        -1.45        27.62
7        0.49        31.32
8        2.69        33.74
9        3.81        35.33
10        5.96        37.33
11        6.42        38.85
12        6.38        39.85
13        7.04        40.65
14        7.86        41.73
15        8.80        42.43
16        9.30        43.22
17        9.16        43.54
18        9.85        44.34
19        10.16        44.53
20        0.00        44.75
