        CG/HBCS        CG/ScaleStar
1        21.28        11.73
2        28.89        0.58
3        27.11        -2.16
4        41.94        6.35
5        28.53        -2.15
6        17.22        -0.87
7        26.29        2.18
8        0.89        2.18
9        2.29        7.83
10        3.51        12.10
11        6.42        14.75
12        8.20        17.77
13        8.29        18.00
14        12.72        21.97
15        13.32        22.50
16        13.92        23.14
17        14.39        23.56
18        16.10        27.38
19        14.81        26.71
20        0.00        27.46
