        CG/HBCS        CG/ScaleStar
1        31.62        20.19
2        34.73        5.69
3        37.38        3.37
4        47.42        14.51
5        39.72        -2.95
6        21.71        0.44
7        10.60        0.11
8        -3.26        0.23
9        -0.40        6.80
10        4.35        11.22
11        6.55        13.27
12        8.30        16.88
13        8.68        18.77
14        10.25        21.66
15        10.60        21.96
16        11.49        22.73
17        14.72        25.55
18        16.73        27.31
19        16.94        27.49
20        0.00        27.43
