        CG/HBCS        CG/ScaleStar
1        28.31        19.07
2        27.89        0.74
3        24.29        -0.59
4        25.38        14.09
5        31.97        2.50
6        22.76        0.76
7        12.15        6.27
8        2.23        4.43
9        1.61        9.40
10        6.66        14.05
11        7.18        17.92
12        7.03        17.79
13        9.32        19.82
14        10.89        23.08
15        11.96        24.00
16        12.32        26.24
17        11.13        25.24
18        13.14        28.70
19        13.14        28.70
20        13.14        28.70
