        CG/HBCS        CG/ScaleStar
1        35.51        26.67
2        32.38        1.76
3        25.63        -1.72
4        35.99        10.01
5        38.58        0.74
6        23.02        -3.52
7        12.25        3.59
8        0.54        6.31
9        3.84        12.55
10        6.96        15.39
11        7.32        15.71
12        6.75        17.28
13        7.35        20.75
14        7.84        22.63
15        4.62        23.28
16        6.07        24.87
17        8.12        28.36
18        8.94        28.99
19        8.52        28.67
20        0.00        29.67
