        CG/HBCS        CG/ScaleStar
1        26.88        10.56
2        21.64        2.34
3        27.06        3.20
4        28.59        12.58
5        22.01        0.65
6        12.63        -0.97
7        6.77        3.72
8        3.01        6.51
9        4.45        10.53
10        7.19        16.87
11        5.41        16.84
12        8.21        19.31
13        13.21        25.02
14        11.51        24.75
15        13.15        27.51
16        9.91        27.10
17        10.96        27.95
18        12.58        30.44
19        12.58        30.44
20        0.00        30.41
