        CG/HBCS        CG/ScaleStar
1        36.35        2.11
2        42.69        6.63
3        28.32        -1.60
4        15.97        3.37
5        11.20        12.42
6        -0.73        16.19
7        -1.13        20.67
8        1.80        24.28
9        4.12        26.74
10        5.98        28.79
11        7.96        30.94
12        9.62        32.91
13        9.13        33.46
14        7.68        34.23
15        8.41        35.39
16        8.56        35.95
17        9.79        36.92
18        10.16        37.18
19        11.13        37.99
20        0.00        38.00
