        CG/HBCS        CG/ScaleStar
1        38.47        6.21
2        44.63        5.60
3        32.33        1.04
4        14.87        5.60
5        16.95        14.98
6        -0.81        18.23
7        1.08        23.93
8        2.76        26.42
9        5.72        29.19
10        6.92        31.13
11        7.42        32.30
12        8.97        33.74
13        8.52        34.79
14        8.49        36.16
15        9.07        36.72
16        9.05        37.70
17        10.05        38.53
18        10.86        39.33
19        11.23        39.66
20        0.00        39.67
