        CG/HBCS        CG/ScaleStar
1        37.59        3.55
2        43.37        9.75
3        38.37        1.17
4        30.89        9.35
5        16.82        18.67
6        0.43        22.36
7        -0.29        25.88
8        3.38        30.00
9        3.98        31.44
10        5.21        33.32
11        7.58        35.88
12        6.80        36.37
13        6.62        38.05
14        6.38        38.91
15        7.05        39.38
16        9.16        40.78
17        9.41        41.08
18        10.76        42.22
19        11.14        42.53
20        0.00        42.67
