        CG/HBCS        CG/ScaleStar
1        37.52        4.81
2        46.02        8.28
3        36.72        -3.42
4        22.57        6.90
5        8.43        16.14
6        -1.49        19.61
7        -0.01        23.99
8        1.83        27.53
9        1.79        29.96
10        3.05        31.59
11        4.58        33.07
12        6.34        34.67
13        7.31        35.75
14        8.43        36.63
15        8.09        37.57
16        9.33        38.53
17        10.01        39.35
18        9.73        39.46
19        10.85        40.34
20        0.00        40.36
