        CG/HBCS        CG/ScaleStar
1        32.88        2.25
2        46.33        8.03
3        35.52        0.46
4        21.21        8.93
5        13.20        16.90
6        -1.02        22.09
7        0.76        25.38
8        1.59        28.46
9        4.40        31.12
10        4.60        32.49
11        7.22        34.61
12        7.72        35.49
13        8.53        36.99
14        9.20        38.56
15        9.32        38.66
16        8.81        39.53
17        9.70        40.21
18        9.93        40.75
19        10.56        41.22
20        0.00        41.40
