        CG/HBCS        CG/ScaleStar
1        39.19        6.36
2        46.32        9.35
3        39.80        0.95
4        33.57        6.24
5        14.53        15.21
6        0.03        20.16
7        1.00        23.71
8        4.12        27.23
9        3.79        29.15
10        4.95        31.12
11        5.69        33.26
12        6.30        34.51
13        7.66        35.85
14        7.77        36.42
15        8.12        37.13
16        8.99        38.20
17        9.98        38.98
18        10.77        39.61
19        10.79        40.07
20        0.00        40.14
