        CG/HBCS        CG/ScaleStar
1        38.39        4.80
2        46.99        9.35
3        41.22        0.27
4        24.83        10.09
5        16.66        18.46
6        -1.67        22.53
7        0.01        26.24
8        2.14        29.14
9        4.03        32.54
10        5.34        33.81
11        6.89        35.72
12        6.99        36.94
13        6.85        38.12
14        7.07        38.97
15        7.39        39.78
16        8.27        40.74
17        8.51        41.33
18        9.42        42.02
19        9.46        42.30
20        0.00        42.48
