        CG/HBCS        CG/ScaleStar
1        28.43        7.34
2        27.92        -1.17
3        32.99        2.15
4        32.98        0.42
5        12.24        4.22
6        4.90        10.27
7        2.02        17.36
8        3.59        20.24
9        6.26        24.84
10        6.49        25.93
11        5.06        27.72
12        8.29        30.21
13        9.47        31.46
14        10.09        33.15
15        10.46        34.13
16        10.67        35.42
17        11.79        36.54
18        10.44        36.74
19        11.65        37.73
20        0.00        37.71
