        CG/HBCS        CG/ScaleStar
1        29.56        2.75
2        25.74        3.33
3        34.00        -0.66
4        35.90        0.35
5        11.15        7.65
6        0.24        14.16
7        -0.04        18.80
8        1.59        22.57
9        4.24        26.65
10        5.03        28.40
11        5.00        30.32
12        7.58        33.06
13        8.64        34.44
14        8.47        35.22
15        10.00        36.30
16        10.55        37.41
17        10.97        38.32
18        10.51        38.80
19        11.09        39.58
20        0.00        39.57
