        CG/HBCS        CG/ScaleStar
1        33.26        7.61
2        34.94        3.99
3        34.29        4.79
4        28.92        0.34
5        15.93        3.27
6        3.03        6.53
7        3.30        14.39
8        1.84        16.35
9        6.49        21.98
10        6.31        23.05
11        6.54        26.39
12        6.85        27.28
13        6.08        28.26
14        8.04        30.67
15        7.81        31.34
16        10.02        32.99
17        11.24        34.07
18        11.54        34.29
19        12.35        34.95
20        0.00        35.21
