        CG/HBCS        CG/ScaleStar
1        29.02        7.67
2        29.67        2.65
3        38.86        7.10
4        31.46        0.63
5        19.39        2.81
6        5.41        9.78
7        1.12        14.74
8        3.16        18.96
9        5.21        22.55
10        5.20        23.71
11        9.31        27.32
12        9.43        28.67
13        10.93        30.28
14        11.73        31.70
15        12.46        33.14
16        12.30        34.06
17        12.97        35.33
18        12.32        35.58
19        11.88        36.29
20        0.00        36.56
