        CG/HBCS        CG/ScaleStar
1        24.01        2.55
2        26.87        -3.46
3        30.66        4.51
4        23.25        -2.63
5        16.04        4.70
6        -0.78        9.96
7        0.05        15.35
8        4.04        19.87
9        3.81        22.89
10        6.14        25.43
11        7.61        28.37
12        8.73        30.09
13        8.56        31.34
14        8.46        32.45
15        9.08        33.81
16        10.34        35.24
17        9.50        35.34
18        10.40        36.89
19        11.01        37.32
20        0.00        37.72
