        CG/HBCS        CG/ScaleStar
1        28.43        4.58
2        30.67        -0.24
3        37.27        1.05
4        26.13        1.97
5        13.97        5.51
6        0.24        12.15
7        1.11        16.35
8        1.82        19.47
9        5.17        24.40
10        3.23        25.73
11        5.52        27.76
12        7.51        30.23
13        9.36        31.92
14        7.89        33.17
15        9.59        34.41
16        9.80        35.23
17        10.10        36.20
18        10.14        36.57
19        11.45        37.56
20        0.00        37.55
