        CG/HBCS        CG/ScaleStar
1        26.94        4.83
2        27.05        -2.60
3        33.22        4.83
4        30.61        -0.38
5        14.28        5.92
6        -0.45        10.33
7        2.64        16.00
8        2.94        18.92
9        8.83        24.18
10        7.43        24.97
11        7.64        27.27
12        8.64        29.57
13        9.80        31.05
14        10.87        32.35
15        12.06        33.86
16        11.98        35.02
17        10.95        35.71
18        11.38        36.34
19        12.29        37.45
20        0.00        37.44
