        CG/HBCS        CG/ScaleStar
1        33.29        1.62
2        31.80        2.96
3        35.83        4.16
4        26.11        -0.43
5        15.74        6.72
6        3.19        10.44
7        3.28        17.84
8        2.29        20.06
9        5.87        24.45
10        5.61        25.94
11        8.88        29.10
12        8.34        30.33
13        9.57        32.23
14        9.17        33.42
15        9.96        34.44
16        10.89        35.53
17        10.55        36.56
18        9.63        36.94
19        11.06        37.94
20        0.00        37.93
