        CG/HBCS        CG/ScaleStar
1        13.23        5.30
2        5.30        5.30
3        16.30        6.88
4        34.36        0.32
5        13.60        0.32
6        4.72        4.72
7        8.53        -4.21
8        27.83        5.87
9        15.65        15.65
10        0.54        0.54
11        33.66        4.37
12        13.65        0.78
13        15.02        -25.67
14        7.82        -1.23
15        7.61        -1.48
16        1.81        10.86
17        6.17        -0.63
18        3.16        3.44
19        0.66        4.66
20        0.00        11.28
