        CG/HBCS        CG/ScaleStar
1        0.15        -16.43
2        12.66        -2.20
3        17.73        0.27
4        0.27        0.27
5        24.45        -13.91
6        2.56        -21.48
7        -10.05        -41.69
8        -28.23        -41.69
9        30.42        0.43
10        8.93        0.30
11        31.86        -0.43
12        -49.17        -65.75
13        -49.30        -78.54
14        -78.35        -78.35
15        0.49        0.49
16        0.27        0.27
17        -93.15        -86.44
18        -90.07        -83.45
19        -90.07        -83.45
20        0.00        12.15
