        CG/HBCS        CG/ScaleStar
1        6.59        0.56
2        28.35        19.02
3        38.15        0.83
4        38.86        1.96
5        3.15        3.15
6        9.90        9.90
7        30.75        0.60
8        31.78        2.14
9        6.05        -9.86
10        16.71        2.61
11        4.08        4.08
12        6.70        6.70
13        7.41        7.41
14        8.32        8.32
15        9.23        9.23
16        10.93        10.93
17        4.57        12.55
18        4.04        12.20
19        8.11        15.93
20        0.00        17.26
