        CG/HBCS        CG/ScaleStar
1        1.87        0.23
2        -2.13        -4.32
3        24.72        0.37
4        14.08        0.37
5        28.85        0.32
6        -49.38        -49.38
7        27.38        -3.85
8        -3.85        -3.85
9        20.63        0.59
10        20.46        0.32
11        9.29        9.29
12        8.08        0.30
13        0.65        0.65
14        1.79        1.79
15        11.86        11.86
16        13.00        13.00
17        17.13        17.13
18        6.17        16.68
19        6.12        16.68
20        0.00        22.03
