        CG/HBCS        CG/ScaleStar
1        48.97        11.09
2        49.92        4.63
3        39.24        17.44
4        25.60        25.48
5        -2.12        29.83
6        0.13        33.55
7        1.05        36.26
8        2.85        37.92
9        4.14        39.57
10        4.45        40.42
11        4.93        41.50
12        5.05        42.43
13        5.28        43.03
14        5.78        43.65
15        6.01        44.25
16        6.15        44.73
17        6.74        45.20
18        6.73        45.63
19        6.71        45.93
20        0.00        46.08
