        CG/HBCS        CG/ScaleStar
1        52.19        14.22
2        46.56        2.10
3        33.92        13.93
4        11.61        22.14
5        -0.79        27.20
6        0.62        30.89
7        2.33        33.60
8        3.23        35.61
9        4.11        37.25
10        4.64        38.24
11        5.53        39.38
12        6.17        40.08
13        6.93        40.81
14        6.86        41.35
15        7.44        41.94
16        7.41        42.40
17        7.69        42.95
18        7.66        43.29
19        7.62        43.60
20        0.00        43.76
