        CG/HBCS        CG/ScaleStar
1        51.59        19.00
2        49.03        5.85
3        38.96        17.52
4        11.76        24.00
5        -0.99        28.58
6        0.19        32.63
7        0.99        34.87
8        3.00        37.31
9        4.65        38.76
10        5.30        39.69
11        5.76        40.63
12        5.95        41.43
13        6.40        42.43
14        6.92        43.02
15        7.12        43.62
16        7.20        44.10
17        6.80        44.33
18        6.57        44.67
19        6.91        45.01
20        0.00        45.25
