        CG/HBCS        CG/ScaleStar
1        45.25        13.44
2        38.33        7.74
3        32.83        19.74
4        5.35        27.04
5        -0.63        31.56
6        0.22        35.23
7        2.33        37.44
8        3.98        38.99
9        4.37        40.42
10        5.59        41.82
11        6.50        42.98
12        6.98        43.64
13        7.38        44.31
14        7.42        44.99
15        7.80        45.44
16        7.68        45.87
17        7.45        46.29
18        7.79        46.62
19        7.77        46.92
20        0.00        47.12
