        CG/HBCS        CG/ScaleStar
1        53.03        16.62
2        50.81        4.59
3        38.10        17.08
4        10.00        24.20
5        -0.58        28.86
6        0.25        32.49
7        1.43        35.09
8        3.04        37.11
9        2.97        38.49
10        4.29        39.89
11        4.36        40.78
12        4.74        41.61
13        5.64        42.56
14        6.13        43.18
15        6.32        43.53
16        6.61        44.01
17        7.20        44.48
18        7.01        44.81
19        7.14        45.12
20        0.00        45.35
