        CG/HBCS        CG/ScaleStar
1        39.21        1.66
2        44.94        1.21
3        41.17        9.93
4        28.46        18.63
5        -1.07        24.56
6        0.39        29.39
7        1.42        31.38
8        3.23        33.63
9        4.53        35.72
10        5.75        36.76
11        6.08        37.95
12        5.84        38.82
13        5.48        39.61
14        6.56        40.69
15        6.51        41.15
16        7.09        41.68
17        7.24        42.22
18        7.47        42.55
19        7.48        42.85
20        0.00        43.02
