        CG/HBCS        CG/ScaleStar
1        43.31        7.56
2        47.78        -2.60
3        37.55        9.87
4        25.32        18.20
5        -0.79        24.34
6        -0.86        27.89
7        1.12        30.94
8        2.65        33.47
9        3.68        35.08
10        3.87        36.19
11        5.07        37.75
12        5.41        38.68
13        5.33        39.43
14        5.97        40.22
15        6.73        40.96
16        6.85        41.43
17        7.48        42.10
18        7.54        42.44
19        7.88        42.74
20        0.00        42.93
