        CG/HBCS        CG/ScaleStar
1        41.62        3.15
2        35.72        -3.52
3        30.36        11.43
4        21.00        19.47
5        -1.00        25.43
6        -0.73        28.83
7        1.57        32.42
8        3.43        34.47
9        4.68        36.15
10        5.44        37.63
11        5.02        38.58
12        5.50        39.76
13        5.97        40.73
14        7.11        41.53
15        7.34        42.35
16        8.34        43.00
17        8.22        43.27
18        8.30        43.62
19        8.42        43.91
20        0.00        44.10
